epoch,step,success_rate,train_loss_epoch,train_loss_step,valid_loss
0,49,,,136.9546661376953,
0,99,,,90.85975646972656,
0,149,,,76.76904296875,
0,199,,,70.96162414550781,
0,249,,,67.8768310546875,
0,299,,,60.98709487915039,
0,349,,,56.10945129394531,
0,399,,,54.96303176879883,
0,449,,,47.85976028442383,
0,499,,,51.852638244628906,
0,549,,,50.63436508178711,
0,599,,,50.27731704711914,
0,649,,,47.59187698364258,
0,699,,,45.42269515991211,
0,749,,,43.991424560546875,
0,799,,,46.531829833984375,
0,849,,,42.3084831237793,
0,899,,,42.29777908325195,
0,949,,,41.16176986694336,
0,999,,,40.88949966430664,
0,1049,,,36.96214294433594,
0,1099,,,37.29950714111328,
0,1149,,,38.33832550048828,
0,1199,,,37.59359359741211,
0,1249,,,39.49500274658203,
0,1299,,,35.75072479248047,
0,1349,,,37.69523239135742,
0,1399,,,34.88964080810547,
0,1449,,,38.74372100830078,
0,1499,,,35.343162536621094,
0,1549,,,33.95682144165039,
0,1599,,,32.224308013916016,
0,1649,,,30.385297775268555,
0,1699,,,30.870861053466797,
0,1749,,,32.336341857910156,
0,1799,,,31.18099021911621,
0,1849,,,32.95009231567383,
0,1899,,,31.366416931152344,
0,1949,,,32.450645446777344,
0,1999,,,31.466135025024414,
0,2049,,,32.226417541503906,
0,2099,,,31.094839096069336,
0,2149,,,29.903160095214844,
0,2199,,,30.98054313659668,
0,2249,,,26.25263214111328,
0,2299,,,28.20210838317871,
0,2349,,,30.605972290039062,
0,2399,,,27.197248458862305,
0,2449,,,28.560569763183594,
0,2499,,,29.103281021118164,
0,2549,,,27.35044288635254,
0,2599,,,30.263870239257812,
0,2649,,,24.911224365234375,
0,2699,,,27.8389949798584,
0,2749,,,28.18351173400879,
0,2799,,,24.097806930541992,
0,2849,,,26.65794563293457,
0,2899,,,27.55966567993164,
0,2949,,,26.89783477783203,
0,2999,,,24.91286277770996,
0,3049,,,24.514179229736328,
0,3099,,,28.6843204498291,
0,3149,,,27.110645294189453,
0,3199,,,26.21578025817871,
0,3249,,,25.449081420898438,
0,3299,,,26.494428634643555,
0,3349,,,25.60538101196289,
0,3399,,,24.712116241455078,
0,3449,,,26.063146591186523,
0,3499,,,22.97328758239746,
0,3549,,,25.61626434326172,
0,3599,,,23.183950424194336,
0,3649,,,24.062740325927734,
0,3699,,,24.73762321472168,
0,3749,,,24.00852394104004,
0,3799,,,24.058719635009766,
0,3849,,,23.22529411315918,
0,3899,,,24.2519474029541,
0,3949,,,20.967960357666016,
0,3999,,,24.063127517700195,
0,4049,,,22.582805633544922,
0,4099,,,21.3081111907959,
0,4149,,,23.3420352935791,
0,4199,,,22.468929290771484,
0,4249,,,20.477745056152344,
0,4299,,,22.5468692779541,
0,4349,,,20.747983932495117,
0,4399,,,21.785358428955078,
0,4449,,,22.04120445251465,
0,4499,,,22.848907470703125,
0,4549,,,21.6584529876709,
0,4599,,,19.397268295288086,
0,4649,,,21.491580963134766,
0,4699,,,20.2218074798584,
0,4749,,,21.106361389160156,
0,4799,,,21.18596649169922,
0,4849,,,19.8971004486084,
0,4899,,,21.69833755493164,
0,4949,,,21.554210662841797,
0,4999,,,19.9248104095459,
0,5049,,,20.182518005371094,
0,5099,,,20.13251304626465,
0,5149,,,21.300960540771484,
0,5199,,,19.889116287231445,
0,5249,,,20.20984649658203,
0,5299,,,19.773834228515625,
0,5349,,,19.96308708190918,
0,5399,,,21.926679611206055,
0,5449,,,19.891983032226562,
0,5499,,,21.495515823364258,
0,5549,,,20.282384872436523,
0,5599,,,18.23726463317871,
0,5649,,,18.610769271850586,
0,5699,,,17.94980239868164,
0,5749,,,18.389387130737305,
0,5799,,,18.730297088623047,
0,5849,,,20.476261138916016,
0,5899,,,19.291263580322266,
0,5949,,,18.995561599731445,
0,5999,,,17.97464370727539,
0,6049,,,20.62334442138672,
0,6099,,,18.82181167602539,
0,6149,,,18.0564022064209,
0,6199,,,19.97016716003418,
0,6249,,,18.73678970336914,
0,6299,,,19.032142639160156,
0,6349,,,17.88828468322754,
0,6399,,,17.765466690063477,
0,6449,,,20.11560821533203,
0,6499,,,19.579744338989258,
0,6549,,,17.879653930664062,
0,6599,,,17.648183822631836,
0,6649,,,19.01869010925293,
0,6699,,,18.783851623535156,
0,6749,,,19.483951568603516,
0,6799,,,16.82089614868164,
0,6849,,,17.869638442993164,
0,6899,,,17.079008102416992,
0,6949,,,17.997512817382812,
0,6999,,,16.569238662719727,
0,7049,,,16.92411994934082,
0,7099,,,16.789167404174805,
0,7149,,,18.329360961914062,
0,7199,,,16.35137367248535,
0,7249,,,18.43065643310547,
0,7299,,,18.033815383911133,
0,7349,,,15.862011909484863,
0,7399,,,17.263416290283203,
0,7449,,,17.426801681518555,
0,7499,,,18.43144416809082,
0,7549,,,17.76468276977539,
0,7599,,,16.958463668823242,
0,7649,,,19.655981063842773,
0,7699,,,17.6552791595459,
0,7749,,,17.539810180664062,
0,7799,,,16.559526443481445,
0,7849,,,16.799869537353516,
0,7899,,,18.99549674987793,
0,7949,,,16.80417823791504,
0,7999,,,17.088727951049805,
0,8049,,,20.396591186523438,
0,8099,,,17.343170166015625,
0,8149,,,17.152935028076172,
0,8199,,,17.290494918823242,
0,8249,,,15.833396911621094,
0,8299,,,15.655683517456055,
0,8349,,,16.429841995239258,
0,8399,,,17.164682388305664,
0,8449,,,17.604108810424805,
0,8499,,,18.465852737426758,
0,8549,,,16.497655868530273,
0,8599,,,16.126907348632812,
0,8649,,,16.644853591918945,
0,8699,,,16.51047706604004,
0,8749,,,16.61248016357422,
0,8799,,,16.64727783203125,
0,8849,,,15.980162620544434,
0,8899,,,18.465478897094727,
0,8949,,,18.480175018310547,
0,8999,,,16.0225887298584,
0,9049,,,17.163562774658203,
0,9099,,,17.777347564697266,
0,9149,,,16.142379760742188,
0,9199,,,16.502599716186523,
0,9249,,,15.544797897338867,
0,9299,,,17.24492835998535,
0,9349,,,14.89443588256836,
0,9399,,,16.444501876831055,
0,9449,,,18.04903221130371,
0,9499,,,16.394433975219727,
0,9549,,,16.389690399169922,
0,9599,,,15.988615036010742,
0,9649,,,16.243635177612305,
0,9699,,,16.8043270111084,
0,9749,,,15.037013053894043,
0,9799,,,16.72970199584961,
0,9849,,,15.424078941345215,
0,9899,,,14.94668960571289,
0,9949,,,14.55693244934082,
0,9999,,,17.090946197509766,
0,10049,,,15.191555976867676,
0,10099,,,17.92095947265625,
0,10149,,,15.088211059570312,
0,10199,,,15.832926750183105,
0,10249,,,15.996236801147461,
0,10299,,,17.089218139648438,
0,10349,,,16.509021759033203,
0,10399,,,16.61891746520996,
0,10449,,,15.258055686950684,
0,10499,,,14.5691556930542,
0,10549,,,16.3723201751709,
0,10599,,,16.22707748413086,
0,10649,,,15.910737991333008,
0,10699,,,15.546076774597168,
0,10749,,,15.16555404663086,
0,10799,,,15.379931449890137,
0,10849,,,15.508562088012695,
0,10899,,,14.5734224319458,
0,10949,,,14.056365013122559,
0,10999,,,14.558870315551758,
0,11049,,,15.72896671295166,
0,11099,,,15.831448554992676,
0,11149,,,14.54757022857666,
0,11199,,,14.937918663024902,
0,11249,,,16.167381286621094,
0,11299,,,16.148380279541016,
0,11349,,,14.088913917541504,
0,11399,,,13.481222152709961,
0,11449,,,16.176773071289062,
0,11499,,,16.252859115600586,
0,11549,,,15.116345405578613,
0,11599,,,14.007036209106445,
0,11649,,,15.25640869140625,
0,11699,,,14.673820495605469,
0,11749,,,14.640548706054688,
0,11799,,,13.649412155151367,
0,11810,0.08725650608539581,,,15.280402183532715
0,11810,,25.243501663208008,,
